hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	lncipedia	gtrnadb	agr
HGNC:35256	MIR320B2	microRNA 320b-2	non-coding RNA	"RNA, micro"	Approved	1q42.11	01q42.11	hsa-mir-320b-2		MIRN320B2				2008/11/3	2008/12/18		2014/11/18	100313769	ENSG00000221406		uc021pjo.1		NR_031574									MI0003839																			HGNC:35256
HGNC:35248	MIR320C1	microRNA 320c-1	non-coding RNA	"RNA, micro"	Approved	18q11.2	18q11.2	hsa-mir-320c-1		MIRN320C1				2008/11/3	2008/12/18		2014/11/19	100302135	ENSG00000221493		uc021uia.1		NR_031565									MI0003778																			HGNC:35248
HGNC:35387	MIR320C2	microRNA 320c-2	non-coding RNA	"RNA, micro"	Approved	18q11.2	18q11.2	hsa-mir-320c-2		MIRN320C2				2008/11/3	2008/12/18		2014/11/19	100302195	ENSG00000212051		uc021uih.1		NR_031724									MI0008191																			HGNC:35387
HGNC:35386	MIR320D1	microRNA 320d-1	non-coding RNA	"RNA, micro"	Approved	13q14.11	13q14.11	hsa-mir-320d-1		MIRN320D1				2008/11/3	2008/12/18		2014/11/18	100313896	ENSG00000211491		uc021rip.1		NR_031723									MI0008190																			HGNC:35386
HGNC:35388	MIR320D2	microRNA 320d-2	non-coding RNA	"RNA, micro"	Approved	Xq27.1	Xq27.1	hsa-mir-320d-2		MIRN320D2				2008/11/3	2008/12/18		2014/11/19	100302169	ENSG00000221081		uc022cfg.1		NR_031725									MI0008192																			HGNC:35388
HGNC:38230	MIR320E	microRNA 320e	non-coding RNA	"RNA, micro"	Approved	19q13.32	19q13.32	hsa-mir-320e						2010/4/30			2014/11/19	100422913	ENSG00000211513		uc021uwi.2		NR_036157									MI0014234																			HGNC:38230
HGNC:31766	MIR323A	microRNA 323a	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-323		MIRN323|MIR323	microRNA 323			2004/7/22	2011/11/14	2011/11/14	2019/1/31	442897	ENSG00000199069		uc001yjy.2		NR_029890				MGI:3619334	RGD:2325625				MI0000807																			HGNC:31766
HGNC:38349	MIR323B	microRNA 323b	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-323b		MIR453|MIRN453	microRNA 453			2010/4/30			2020/4/20	574410	ENSG00000208004		uc021sdn.1		NR_029969									MI0014206																			HGNC:38349
HGNC:31767	MIR324	microRNA 324	non-coding RNA	"RNA, micro"	Approved	17p13.1	17p13.1	hsa-mir-324		MIRN324				2004/7/22	2008/12/18		2019/1/31	442898	ENSG00000199053		uc002gey.3		NR_029896				MGI:3619335	RGD:2325436				MI0000813																			HGNC:31767
HGNC:31768	MIR325	microRNA 325	non-coding RNA	"RNA, micro"	Approved	Xq21.1	Xq21.1	hsa-mir-325		MIRN325				2004/7/22	2008/12/18		2019/1/31	442899	ENSG00000207995		uc033ejm.1		NR_029905				MGI:3619336					MI0000824																			HGNC:31768
HGNC:31769	MIR326	microRNA 326	non-coding RNA	"RNA, micro"	Approved	11q13.4	11q13.4	hsa-mir-326		MIRN326				2004/7/22	2008/12/18		2019/1/31	442900	ENSG00000199090		uc010rrt.2		NR_029891				MGI:3619338	RGD:2325623			613755	MI0000808																			HGNC:31769
HGNC:31770	MIR328	microRNA 328	non-coding RNA	"RNA, micro"	Approved	16q22.1	16q22.1	hsa-mir-328		MIRN328				2004/7/22	2008/12/18		2019/1/31	442901	ENSG00000207948		uc010vjf.2		NR_029887				MGI:3619340	RGD:2325404			613701	MI0000804																			HGNC:31770
HGNC:32050	MIR329-1	microRNA 329-1	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-329-1		MIRN329-1				2005/7/11	2008/12/18		2019/1/31	574408	ENSG00000207761		uc021scq.2		NR_029967				MGI:3619341					MI0001725																			HGNC:32050
HGNC:32051	MIR329-2	microRNA 329-2	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-329-2		MIRN329-2				2005/7/11	2008/12/18		2019/1/31	574409	ENSG00000207762		uc021scr.1		NR_029968				MGI:3619341					MI0001726																			HGNC:32051
HGNC:31771	MIR330	microRNA 330	non-coding RNA	"RNA, micro"	Approved	19q13.32	19q13.32	hsa-mir-330		MIRN330				2004/7/22	2008/12/18		2019/1/31	442902	ENSG00000284544		uc002pcr.1		NR_029886				MGI:3619345	RGD:2325620				MI0000803																			HGNC:31771
HGNC:31772	MIR331	microRNA 331	non-coding RNA	"RNA, micro"	Approved	12q22	12q22	hsa-mir-331		MIRN331				2004/7/22	2008/12/18		2019/1/31	442903	ENSG00000199172		uc001tea.2		NR_029895				MGI:3619347	RGD:2325619				MI0000812																			HGNC:31772
HGNC:31773	MIR335	microRNA 335	non-coding RNA	"RNA, micro"	Approved	7q32.2	07q32.2	hsa-mir-335		MIRN335				2004/7/22	2008/12/18		2019/1/31	442904	ENSG00000199043		uc011kpi.2		NR_029899				MGI:3619348				611768	MI0000816																			HGNC:31773
HGNC:31774	MIR337	microRNA 337	non-coding RNA	"RNA, micro"	Approved	14q32.2	14q32.2	hsa-mir-337		MIRN337				2004/7/22	2008/12/18		2019/1/31	442905	ENSG00000199151		uc010txi.3		NR_029889				MGI:3619351	RGD:2325618				MI0000806																			HGNC:31774
HGNC:31775	MIR338	microRNA 338	non-coding RNA	"RNA, micro"	Approved	17q25.3	17q25.3	hsa-mir-338		MIRN338				2004/7/22	2008/12/18		2019/1/18	442906	ENSG00000283604				NR_029897			20300657	MGI:3619352				614059	MI0000814																			HGNC:31775
HGNC:31776	MIR339	microRNA 339	non-coding RNA	"RNA, micro"	Approved	7p22.3	07p22.3	hsa-mir-339		MIRN339				2004/7/22	2008/12/18		2019/1/31	442907	ENSG00000199023		uc011jvv.2		NR_029898				MGI:3619354	RGD:2325466			615977	MI0000815																			HGNC:31776
HGNC:31777	MIR340	microRNA 340	non-coding RNA	"RNA, micro"	Approved	5q35.3	05q35.3	hsa-mir-340		MIRN340				2004/7/22	2008/12/18		2019/1/31	442908	ENSG00000198995		uc003mln.4		NR_029885				MGI:3619355					MI0000802																			HGNC:31777
HGNC:31778	MIR342	microRNA 342	non-coding RNA	"RNA, micro"	Approved	14q32.2	14q32.2	hsa-mir-342		MIRN342				2004/7/22	2008/12/18		2019/1/31	442909	ENSG00000199082		uc021sbp.1		NR_029888				MGI:3619358	RGD:2325615				MI0000805																			HGNC:31778
HGNC:31779	MIR345	microRNA 345	non-coding RNA	"RNA, micro"	Approved	14q32.2	14q32.2	hsa-mir-345		MIRN345				2004/7/22	2008/12/18		2019/1/31	442910	ENSG00000198984		uc010twy.1		NR_029906				MGI:3619361	RGD:2325465				MI0000825																			HGNC:31779
HGNC:31780	MIR346	microRNA 346	non-coding RNA	"RNA, micro"	Approved	10q23.2	10q23.2	hsa-mir-346		MIRN346				2004/7/22	2008/12/18		2019/1/31	442911	ENSG00000199104		uc010qmg.2		NR_029907				MGI:3619362	RGD:2325402			611190	MI0000826																			HGNC:31780
HGNC:31867	MIR361	microRNA 361	non-coding RNA	"RNA, micro"	Approved	Xq21.2	Xq21.2	hsa-mir-361		MIRN361				2005/1/4	2008/12/18		2019/1/31	494323	ENSG00000199051		uc022bzp.2		NR_029848				MGI:3619368	RGD:2325532				MI0000760																			HGNC:31867
HGNC:32022	MIR362	microRNA 362	non-coding RNA	"RNA, micro"	Approved	Xp11.23	Xp11.23	hsa-mir-362		MIRN362				2005/6/30	2008/12/18		2019/1/31	574030	ENSG00000208015		uc022bwh.2		NR_029850				MGI:3619369					MI0000762																			HGNC:32022
HGNC:32023	MIR363	microRNA 363	non-coding RNA	"RNA, micro"	Approved	Xq26.2	Xq26.2	hsa-mir-363		MIRN363				2005/6/30	2008/12/18		2019/1/24	574031	ENSG00000284499		uc022ceb.2		NR_029852				MGI:3619370	RGD:2325446				MI0000764																			HGNC:32023
HGNC:33692	MIR365A	microRNA 365a	non-coding RNA	"RNA, micro"	Approved	16p13.12	16p13.12	hsa-mir-365-1		MIRN365-1|MIR365-1	microRNA 365-1			2007/10/25	2011/11/14	2011/11/14	2019/1/30	100126355	ENSG00000199130		uc021tdh.2		NR_029854				MGI:3619371				614735	MI0000767																			HGNC:33692
HGNC:33693	MIR365B	microRNA 365b	non-coding RNA	"RNA, micro"	Approved	17q11.2	17q11.2	hsa-mir-365-2		MIRN365-2|MIR365-2	microRNA 365-2			2007/10/25	2011/11/14	2011/11/14	2019/1/30	100126356	ENSG00000283978		uc021tus.1		NR_029856				MGI:3619372	RGD:2325371				MI0000769																			HGNC:33693
HGNC:31781	MIR367	microRNA 367	non-coding RNA	"RNA, micro"	Approved	4q25	04q25	hsa-mir-367		MIRN367				2004/7/22	2008/12/18		2019/1/24	442912	ENSG00000199169		uc011cfz.3		NR_029860				MGI:3619373				614600	MI0000775																			HGNC:31781
HGNC:31783	MIR369	microRNA 369	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-369		MIRN369				2004/7/22	2008/12/18		2019/1/31	442914	ENSG00000199025		uc010txp.1		NR_029862				MGI:3619374				611794	MI0000777																			HGNC:31783
HGNC:31784	MIR370	microRNA 370	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-370		MIRN370				2004/7/22	2008/12/18		2019/1/31	442915	ENSG00000199005		uc021scg.3		NR_029863				MGI:3619375	RGD:2325369			612553	MI0000778																			HGNC:31784
HGNC:31785	MIR371A	microRNA 371a	non-coding RNA	"RNA, micro"	Approved	19q13.42	19q13.42	hsa-mir-371		MIRN371|MIR371	microRNA 371			2004/7/22	2011/11/14	2011/11/14	2014/11/19	442916	ENSG00000199031		uc010yec.3		NR_029864					RGD:2325374			612043	MI0000779																			HGNC:31785
HGNC:41863	MIR371B	microRNA 371b	non-coding RNA	"RNA, micro"	Approved	19q13.42	19q13.42	hsa-mir-371b						2011/5/2			2016/11/16	100616185	ENSG00000284568				NR_039909									MI0017393																			HGNC:41863
HGNC:31786	MIR372	microRNA 372	non-coding RNA	"RNA, micro"	Approved	19q13.42	19q13.42	hsa-mir-372		MIRN372				2004/7/22	2008/12/18		2014/11/19	442917	ENSG00000199095		uc061clc.1		NR_029865					RGD:4108499			612044	MI0000780																			HGNC:31786
HGNC:31787	MIR373	microRNA 373	non-coding RNA	"RNA, micro"	Approved	19q13.42	19q13.42	hsa-mir-373		MIRN373				2004/7/22	2008/12/18		2014/11/19	442918	ENSG00000199143		uc010yee.1		NR_029866								611954	MI0000781																			HGNC:31787
HGNC:31788	MIR374A	microRNA 374a	non-coding RNA	"RNA, micro"	Approved	Xq13.2	Xq13.2	hsa-mir-374a		MIRN374|MIRN374A	microRNA 374			2004/7/22	2008/12/18	2007/10/23	2014/11/19	442919	ENSG00000199168		uc011mqm.3		NR_030785									MI0000782																			HGNC:31788
HGNC:33665	MIR374B	microRNA 374b	non-coding RNA	"RNA, micro"	Approved	Xq13.2	Xq13.2	hsa-mir-374b		MIRN374B				2007/10/24	2008/12/18		2019/1/31	100126317	ENSG00000212027		uc022bzc.2		NR_030620				MGI:3629958	RGD:2325517				MI0005566																			HGNC:33665
HGNC:38907	MIR374C	microRNA 374c	non-coding RNA	"RNA, micro"	Approved	Xq13.2	Xq13.2	hsa-mir-374c						2010/9/15			2019/1/31	100500807	ENSG00000283534				NR_037511				MGI:4834330					MI0016684																			HGNC:38907
HGNC:31868	MIR375	microRNA 375	non-coding RNA	"RNA, micro"	Approved	2q35	02q35	hsa-mir-375		MIRN375				2005/1/4	2008/12/18		2019/2/1	494324	ENSG00000198973		uc010fvz.2		NR_029867			20102393|26507573	MGI:3619376	RGD:2325360			611173	MI0000783																			HGNC:31868
HGNC:31869	MIR376A1	microRNA 376a-1	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-376a-1		MIRN376A|MIRN376A1	microRNA 376a			2005/1/4	2008/12/18	2006/2/23	2019/2/1	494325	ENSG00000283588		uc010awc.2		NR_029868				MGI:3619377				610959	MI0000784																			HGNC:31869
HGNC:32532	MIR376A2	microRNA 376a-2	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-376a-2		MIRN376A2				2006/2/23	2008/12/18		2019/2/1	664615	ENSG00000283561				NR_030266								610960	MI0003529																			HGNC:32532
HGNC:32066	MIR376B	microRNA 376b	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-376b		MIRN376B				2005/7/13	2008/12/18		2019/2/1	574435	ENSG00000283556		uc021sdb.2		NR_030157				MGI:3619378				610961	MI0002466																			HGNC:32066
HGNC:31782	MIR376C	microRNA 376c	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-376c		MIRN368|MIRN376C	microRNA 368			2004/7/22	2008/12/18	2007/10/23	2019/2/1	442913	ENSG00000283279		uc010txn.2		NR_029861				MGI:3619381				610983	MI0000776																			HGNC:31782
HGNC:31870	MIR377	microRNA 377	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-377		MIRN377				2005/1/4	2008/12/18		2019/1/31	494326	ENSG00000199015		uc010awh.2		NR_029869				MGI:3619382	RGD:2325344				MI0000785																			HGNC:31870
HGNC:31871	MIR378A	microRNA 378a	non-coding RNA	"RNA, micro"	Approved	5q32	05q32	hsa-mir-378		MIRN378|MIR378	microRNA 378			2005/1/4	2011/11/14	2011/11/14	2019/2/1	494327	ENSG00000199047		uc021yfq.2		NR_029870				MGI:3617791				611957	MI0000786																			HGNC:31871
HGNC:38283	MIR378B	microRNA 378b	non-coding RNA	"RNA, micro"	Approved	3p25.3	03p25.3	hsa-mir-378b						2010/4/30			2016/11/16	100422933	ENSG00000264534				NR_036084									MI0014154																			HGNC:38283
HGNC:38374	MIR378C	microRNA 378c	non-coding RNA	"RNA, micro"	Approved	10q26.3	10q26.3	hsa-mir-378c						2010/4/30			2016/11/16	100422867	ENSG00000264803		uc021qaz.1		NR_036180									MI0015825																			HGNC:38374
HGNC:41550	MIR378D1	microRNA 378d-1	non-coding RNA	"RNA, micro"	Approved	4p16.2	04p16.2	hsa-mir-378d-1						2011/5/2			2016/11/16	100616201	ENSG00000263631		uc021xky.1		NR_039608									MI0016749																			HGNC:41550
HGNC:41797	MIR378D2	microRNA 378d-2	non-coding RNA	"RNA, micro"	Approved	8q22.1	08q22.1	hsa-mir-378d-2						2011/5/2			2017/4/27	100616169	ENSG00000284288		uc022ayf.1		NR_039602			28418939		RGD:4888557				MI0003840																			HGNC:41797
HGNC:41671	MIR378E	microRNA 378e	non-coding RNA	"RNA, micro"	Approved	5q35.1	05q35.1	hsa-mir-378e						2011/5/2			2016/11/16	100616498	ENSG00000263831		uc021yhn.1		NR_039609									MI0016750																			HGNC:41671
HGNC:41686	MIR378F	microRNA 378f	non-coding RNA	"RNA, micro"	Approved	1p36.11	01p36.11	hsa-mir-378f						2011/5/2			2014/11/19	100616492	ENSG00000264926		uc021oik.1		NR_039615									MI0016756																			HGNC:41686
HGNC:41785	MIR378G	microRNA 378g	non-coding RNA	"RNA, micro"	Approved	1p21.3	01p21.3	hsa-mir-378g						2011/5/2			2019/2/1	100616321	ENSG00000263526		uc031uhq.1		NR_039620									MI0016761																			HGNC:41785
HGNC:41744	MIR378H	microRNA 378h	non-coding RNA	"RNA, micro"	Approved	5q33.2	05q33.2	hsa-mir-378h						2011/5/2			2015/2/9	100616306	ENSG00000263361		uc032vpb.1		NR_039667									MI0016808																			HGNC:41744
HGNC:41620	MIR378I	microRNA 378i	non-coding RNA	"RNA, micro"	Approved	22q13.2	22q13.2	hsa-mir-378i						2011/5/2			2016/11/16	100616259	ENSG00000283829		uc032qqb.1		NR_039760									MI0016902																			HGNC:41620
HGNC:49979	MIR378J	microRNA 378j	non-coding RNA	"RNA, micro"	Approved	17q12	17q12	hsa-mir-378j						2014/3/24			2016/11/16	102465136	ENSG00000274620				NR_106744									MI0021273																			HGNC:49979
HGNC:31872	MIR379	microRNA 379	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-379		MIRN379				2005/1/4	2008/12/18		2019/1/31	494328	ENSG00000199088		uc010awa.2		NR_029871				MGI:3619386				616358	MI0000787																			HGNC:31872
HGNC:31873	MIR380	microRNA 380	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-380		MIRN380				2005/1/4	2008/12/18		2019/1/31	494329	ENSG00000198982				NR_029872				MGI:3619389				613654	MI0000788																			HGNC:31873
HGNC:31874	MIR381	microRNA 381	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-381		MIRN381				2005/1/4	2008/12/18		2019/1/31	494330	ENSG00000199020		uc010awd.4		NR_029873				MGI:3619391	RGD:2325521				MI0000789																			HGNC:31874
HGNC:31875	MIR382	microRNA 382	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-382		MIRN382				2005/1/4	2008/12/18		2019/1/31	494331	ENSG00000283170		uc059fhn.1		NR_029874				MGI:3619392					MI0000790																			HGNC:31875
HGNC:31876	MIR383	microRNA 383	non-coding RNA	"RNA, micro"	Approved	8p22	08p22	hsa-mir-383		MIRN383				2005/1/4	2008/12/18		2019/2/1	494332	ENSG00000199127		uc010lst.1		NR_029875				MGI:3619393	RGD:2325533				MI0000791																			HGNC:31876
HGNC:31878	MIR384	microRNA 384	non-coding RNA	"RNA, micro"	Approved	Xq21.1	Xq21.1	hsa-mir-384		MIRN384				2005/1/4	2008/12/18		2019/2/13	494333	ENSG00000283242				NR_029909				MGI:3619394					MI0001145																			HGNC:31878
HGNC:32055	MIR409	microRNA 409	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-409		MIRN409				2005/7/11	2008/12/18		2019/1/31	574413	ENSG00000199107		uc021sdr.2		NR_029975				MGI:3619396	RGD:2325366			614057	MI0001735																			HGNC:32055
HGNC:32065	MIR410	microRNA 410	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-410		MIRN410				2005/7/13	2008/12/18	2008/1/7	2019/1/31	574434	ENSG00000199092		uc021sdt.2		NR_030156				MGI:3619398	RGD:2325501			615036	MI0002465																			HGNC:32065
HGNC:32792	MIR411	microRNA 411	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-411		MIRN411				2006/5/16	2008/12/18		2019/1/31	693121	ENSG00000199109		uc021scm.2		NR_030389				MGI:3619399	RGD:2325500				MI0003675																			HGNC:32792
HGNC:32064	MIR412	microRNA 412	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-412		MIRN412				2005/7/13	2008/12/18		2019/1/31	574433	ENSG00000199012		uc021sds.1		NR_030155				MGI:3619400	RGD:2325529				MI0002464																			HGNC:32064
HGNC:32793	MIR421	microRNA 421	non-coding RNA	"RNA, micro"	Approved	Xq13.2	Xq13.2	hsa-mir-421		MIRN421				2006/5/16	2008/12/18		2019/1/31	693122	ENSG00000202566		uc022bzb.2		NR_030398			20080624	MGI:3718516					MI0003685																			HGNC:32793
HGNC:31879	MIR422A	microRNA 422a	non-coding RNA	"RNA, micro"	Approved	15q22.31	15q22.31	hsa-mir-422a		MIRN422A				2005/1/4	2008/12/18		2019/2/13	494334	ENSG00000199156		uc021sov.1		NR_029944									MI0001444																			HGNC:31879
HGNC:31880	MIR423	microRNA 423	non-coding RNA	"RNA, micro"	Approved	17q11.2	17q11.2	hsa-mir-423		MIRN423				2005/1/4	2008/12/18		2019/2/1	494335	ENSG00000283935		uc002hew.1		NR_029945				MGI:3629888	RGD:2325359				MI0001445																			HGNC:31880
HGNC:31881	MIR424	microRNA 424	non-coding RNA	"RNA, micro"	Approved	Xq26.3	Xq26.3	hsa-mir-424		MIRN424				2005/1/4	2008/12/18		2019/1/24	494336	ENSG00000284231		uc011mvo.2		NR_029946				MGI:3619333	RGD:2325467			300682	MI0001446																			HGNC:31881
HGNC:31882	MIR425	microRNA 425	non-coding RNA	"RNA, micro"	Approved	3p21.31	03p21.31	hsa-mir-425		MIRN425				2005/1/4	2008/12/18		2019/2/1	494337	ENSG00000199032		uc011bcb.1		NR_029948				MGI:3619401	RGD:2325499				MI0001448																			HGNC:31882
HGNC:13784	MIR429	microRNA 429	non-coding RNA	"RNA, micro"	Approved	1p36.33	01p36.33	hsa-mir-429		MIRN429				2005/5/24	2008/12/18		2019/2/13	554210	ENSG00000198976		uc010nyf.1		NR_029957				MGI:3619402	RGD:2325537			612094	MI0001641																			HGNC:13784
HGNC:32027	MIR431	microRNA 431	non-coding RNA	"RNA, micro"	Approved	14q32.2	14q32.2	hsa-mir-431		MIRN431				2005/6/30	2008/12/18		2019/1/31	574038	ENSG00000208001		uc021scc.1		NR_029965			22293894	MGI:3619403	RGD:2325450			611708	MI0001721																			HGNC:32027
HGNC:32083	MIR432	microRNA 432	non-coding RNA	"RNA, micro"	Approved	14q32.2	14q32.2	hsa-mir-432		MIRN432				2005/7/15	2008/12/18		2019/1/31	574451	ENSG00000272458		uc021sce.1		NR_030173				MGI:4358944					MI0003133																			HGNC:32083
HGNC:32026	MIR433	microRNA 433	non-coding RNA	"RNA, micro"	Approved	14q32.2	14q32.2	hsa-mir-433		MIRN433				2005/6/30	2008/12/18		2019/1/31	574034	ENSG00000207569		uc021scd.2		NR_029966				MGI:3619404	RGD:2325423			611711	MI0001723																			HGNC:32026
HGNC:26069	MIR448	microRNA 448	non-coding RNA	"RNA, micro"	Approved	Xq23	Xq23	hsa-mir-448		MIRN448				2005/5/24	2008/12/18		2019/2/1	554212	ENSG00000199001		uc011mtd.2		NR_029955			20719859	MGI:3619406	RGD:2325372			300686	MI0001637																			HGNC:26069
HGNC:27645	MIR449A	microRNA 449a	non-coding RNA	"RNA, micro"	Approved	5q11.2	05q11.2	hsa-mir-449a		MIRN449|MIRN449A	microRNA 449			2005/5/24	2008/12/18	2007/10/23	2019/1/24	554213	ENSG00000198983		uc011cqh.2		NR_029960				MGI:3619407	RGD:2325536			613131	MI0001648																			HGNC:27645
HGNC:32794	MIR449B	microRNA 449b	non-coding RNA	"RNA, micro"	Approved	5q11.2	05q11.2	hsa-mir-449b		MIRN449B				2006/5/16	2008/12/18		2019/1/24	693123	ENSG00000207728		uc021xyn.1		NR_030387				MGI:3718803				613132	MI0003673																			HGNC:32794
HGNC:37302	MIR449C	microRNA 449c	non-coding RNA	"RNA, micro"	Approved	5q11.2	05q11.2	hsa-mir-449c						2009/9/18			2019/1/24	100313923	ENSG00000251856		uc021xyo.1		NR_031572				MGI:3639505	RGD:4888547				MI0003823																			HGNC:37302
HGNC:28008	MIR450A1	microRNA 450a-1	non-coding RNA	"RNA, micro"	Approved	Xq26.3	Xq26.3	hsa-mir-450a-1		MIRN450|MIRN450-1|MIRN450A1	microRNA 450|microRNA 450-1			2005/5/24	2008/12/18	2007/10/23	2019/2/1	554214	ENSG00000199132		uc011mvl.2		NR_029962				MGI:3619410	RGD:2325535				MI0001652																			HGNC:28008
HGNC:32137	MIR450A2	microRNA 450a-2	non-coding RNA	"RNA, micro"	Approved	Xq26.3	Xq26.3	hsa-mir-450a-2		MIRN450-2|MIRN450A2	microRNA 450-2			2005/7/15	2008/12/18	2007/10/23	2019/2/1	574505	ENSG00000207755		uc022ceg.2		NR_030227				MGI:3619411					MI0003187																			HGNC:32137
HGNC:33642	MIR450B	microRNA 450b	non-coding RNA	"RNA, micro"	Approved	Xq26.3	Xq26.3	hsa-mir-450b		MIRN450B				2007/10/24	2008/12/18		2019/2/1	100126302	ENSG00000216001		uc022cef.2		NR_030587				MGI:3629953					MI0005531																			HGNC:33642
HGNC:32053	MIR451A	microRNA 451a	non-coding RNA	"RNA, micro"	Approved	17q11.2	17q11.2	hsa-mir-451		MIRN451|MIR451	microRNA 451			2005/7/11	2011/11/14	2011/11/14	2019/1/18	574411	ENSG00000284565		uc021ttv.1		NR_029970			20679397	MGI:3619412	RGD:2325534			612071	MI0001729																			HGNC:32053
HGNC:41655	MIR451B	microRNA 451b	non-coding RNA	"RNA, micro"	Approved	17q11.2	17q11.2	hsa-mir-451b						2011/5/2			2019/1/11	100616273	ENSG00000283364				NR_039876				MGI:5562734					MI0017360																			HGNC:41655
HGNC:32054	MIR452	microRNA 452	non-coding RNA	"RNA, micro"	Approved	Xq28	Xq28	hsa-mir-452		MIRN452				2005/7/11	2008/12/18		2019/2/1	574412	ENSG00000283751		uc065bqy.1		NR_029973				MGI:3619450					MI0001733																			HGNC:32054
HGNC:33137	MIR454	microRNA 454	non-coding RNA	"RNA, micro"	Approved	17q22	17q22	hsa-mir-454		MIRN454				2006/10/10	2008/12/18		2014/11/18	768216	ENSG00000211514		uc021uaq.1		NR_030411									MI0003820																			HGNC:33137
HGNC:32344	MIR455	microRNA 455	non-coding RNA	"RNA, micro"	Approved	9q32	09q32	hsa-mir-455		MIRN455				2005/10/14	2008/12/18		2019/2/1	619556	ENSG00000207726		uc011lxm.3		NR_030255				MGI:3629649	RGD:2325417				MI0003513																			HGNC:32344
HGNC:38359	MIR466	microRNA 466	non-coding RNA	"RNA, micro"	Approved	3p23	03p23	hsa-mir-466						2010/4/30			2019/2/13	100423038	ENSG00000265376		uc062htg.1		NR_130459									MI0014157																			HGNC:38359
HGNC:32340	MIR483	microRNA 483	non-coding RNA	"RNA, micro"	Approved	11p15.5	11p15.5	hsa-mir-483		MIRN483				2005/10/14	2008/12/18		2019/2/1	619552	ENSG00000207805		uc021qcc.2		NR_030158			21146586	MGI:3619420					MI0002467																			HGNC:32340
HGNC:32341	MIR484	microRNA 484	non-coding RNA	"RNA, micro"	Approved	16p13.11	16p13.11	hsa-mir-484		MIRN484				2005/10/14	2008/12/18		2019/2/13	619553	ENSG00000283736		uc021tdp.2		NR_030159				MGI:3619421	RGD:2325341				MI0002468																			HGNC:32341
HGNC:32067	MIR485	microRNA 485	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-485		MIRN485				2005/7/13	2008/12/18		2019/1/31	574436	ENSG00000208027		uc021sdm.2		NR_030160				MGI:3619422				615385	MI0002469																			HGNC:32067
HGNC:32342	MIR486-1	microRNA 486-1	non-coding RNA	"RNA, micro"	Approved	8p11.21	08p11.21	hsa-mir-486		MIRN486|MIR486	microRNA 486			2005/10/14	2014/6/26	2014/6/26	2019/2/1	619554	ENSG00000274705				NR_030161				MGI:3619423	RGD:15006684				MI0002470																			HGNC:32342
HGNC:50213	MIR486-2	microRNA 486-2	non-coding RNA	"RNA, micro"	Approved	8p11.21	08p11.21	hsa-mir-486-2						2014/3/24			2019/2/1	102465696	ENSG00000283450				NR_106984				MGI:4834325					MI0023622																			HGNC:50213
HGNC:32343	MIR487A	microRNA 487a	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-487a		MIRN487|MIRN487A	microRNA 487			2005/10/14	2008/12/18	2006/2/23	2016/10/10	619555	ENSG00000207742		uc021sdk.2		NR_030162									MI0002471																			HGNC:32343
HGNC:32533	MIR487B	microRNA 487b	non-coding RNA	"RNA, micro"	Approved	14q32.31	14q32.31	hsa-mir-487b		MIRN487B				2006/2/23	2008/12/18		2019/1/31	664616	ENSG00000207754		uc021sdf.2		NR_030267				MGI:3619424	RGD:2325343			615037	MI0003530																			HGNC:32533
