"source_genesymbol","target_genesymbol","interact"
"ETS1","MGAT5",1
"ETS1","CDK11A",1
"ETS1","MMP1",1
"ETS1","TCEAL1",0
"ETS1","ANPEP",1
"ETS1","SQSTM1",0
"ETS1","CTSB",0
"ETS1","PLEKHG5",0
"ETS1","CSNK2B",0
"ETS1","FASLG",0
"ETS1","PARP1",1
"ETS1","MMP9",1
"ETS1","CD6",0
"ETS1","SKI",0
"ETS1","EPHA2",0
"ETS1","IL3",1
"ETS1","MMP13",1
"ETS1","RERE",0
"ETS1","PRL",1
"ETS1","TERT",-1
"ETS1","CHUK",1
"ETS1","TBXA2R",1
"ETS1","SPRY2",0
"ETS1","IL2RB",1
"ETS1","ITGB3",0
"ETS1","ATXN2",0
"ETS1","SLC26A3",1
"ETS1","PLAU",0
"ETS1","PF4",1
"ETS1","JAK3",0
"ETS1","FAS",1
"ETS1","HPGD",0
"ETS1","FLT1",1
"ETS1","MMP3",0
"ETS1","F13A1",0
"ETS1","GP9",1
"ETS1","WAS",0
"ETS1","CD3D",1
"USF2","APOA2",0
"NR2F1","APOA2",-1
"HIF1A","TNS1",0
"CIITA","HLA-DMB",1
"RFXANK","HLA-DMB",0
"RFXAP","HLA-DMB",0
"FOXM1","MBP",0
"SOX10","MBP",0
"MYC","AHSG",0
"AR","AHSG",0
"SPI1","JCHAIN",0
"STAT5B","PRF1",1
"STAT5B","CCND1",0
"STAT5B","MUC1",1
"STAT5B","IL6ST",1
"STAT5B","ESR2",0
"STAT5B","BCL2L1",1
"STAT5B","ESR1",0
"STAT5B","BCL6",1
"STAT5B","OSM",1
"STAT5B","FCGR1A",1
"STAT5B","IFNG",0
"STAT5B","IGF1",1
"STAT5B","IL2RA",0
"STAT5B","CEL",0
"MYC","TSC2",0
"TP53","TSC2",0
"BTF3","RRAS2",-1
"E2F3","AURKA",1
"NRF1","FXR2",1
"NRF1","PRDX5",1
"ESR1","NRF1",1
"NRF1","CAPNS1",1
"NRF1","FMR1",1
"ETV4","POU5F1",1
"ETV4","TIMP2",0
"ETV4","VEGFA",0
"ETV4","VIM",1
"ETV4","TGFBR2",0
"ETV4","BDKRB1",0
"ETV4","TNF",0
"ETV4","WT1",0
"ETV4","PLAUR",0
"ETV4","PTGS2",1
"ETV4","ERBB2",-1
"ETV4","MMP2",0
"ETV4","AGTR1",1
"ETV4","MUC4",1
"ETV4","SYN2",0
"ETV4","MMP7",1
"FOXA1","LPP",0
"ROCK2","LPP",1
"TGFB1","LPP",1
"ROCK1","LPP",1
"TFAP2C","GREB1",0
"STAT1","GREB1",0
"FOXA1","GREB1",0
"AIP","GREB1",-1
"ESR1","GREB1",1
"NUPR1","ATF4",1
"ATF4","NUPR1",1
"TAL1","CAP1",0
"TAL1","VPS13D",0
"TAL1","MACF1",0
"TAL1","MEF2C",1
"TAL1","CDH23",0
"TAL1","SLC9A1",0
"TAL1","DNAJC6",0
"TAL1","NBAS",0
"TAL1","ALDH1A2",1
"GATA1","TAL1",0
"TAL1","SPI1",0
"SPI1","TAL1",0
"TAL1","CD34",-1
"TAL1","UBR4",0
"TAL1","RNF220",0
"TAL1","BRF1",0
"TAL1","SSH2",0
"TAL1","UBE2H",0
"TAL1","BCAR3",0
"TAL1","ERG",1
"TAL1","CAPZB",0
"TAL1","PPP3CA",0
"TAL1","PTK2B",0
"TAL1","FGGY",0
"ARID5B","TAL1",1
"TAL1","FUBP1",1
"TAL1","NFIA",0
"TAL1","HIVEP3",0
"TAL1","ABCA4",0
"TAL1","PDE4B",0
"TAL1","RERE",0
"TAL1","C3AR1",0
"TAL1","CHST11",0
"TAL1","PLEKHO1",0
"TAL1","USP34",0
"KLF4","LAMA3",1
"TFAP2C","FREM2",0
"CTCF","APP",1
"STAT1","APP",0
"MYC","APP",0
"TFAP2A","APP",0
"HIF1A","LOX",0
"STAT1","SMARCA4",0
"SMARCA4","ABCG2",1
"MYC","MSH2",1
"TP53","MSH2",0
"DNMT1","MSH2",1
"CEBPB","HP",1
"USF2","CXCR4",1
"YY1","CXCR4",-1
"MYC","CXCR4",1
"HIF1A","CXCR4",1
"SNAI2","CXCR4",1
"RELA","CXCR4",1
"YY1","GNAS",0
"CTCF","VPS13D",0
"GATA2","VPS13D",0
"MYC","ITGB1",0
"PAX6","ITGB1",0
"HOXD3","ITGB1",0
"USF2","CEACAM1",1
"USF2","PTPN6",0
"USF2","LIPC",0
"USF2","BRCA1",0
"USF2","CEACAM5",1
"USF2","PKLR",0
"USF2","THBS1",1
"USF2","CTSD",1
"USF2","SF1",0
"USF2","BRCA2",0
"USF2","TCN2",0
"USF2","HOXB4",1
"USF2","TGFB1",1
"USF2","APC",1
"USF2","TOP3A",1
"USF2","HMOX1",1
"USF2","PTGS2",0
"USF2","CD2",1
"USF2","MYH9",1
"USF2","B2M",1
"USF2","CTSB",0
"USF2","PDX1",1
"USF2","P4HA1",1
"USF2","IGF2R",1
"USF2","TGFB2",1
"USF2","SLC19A1",1
"USF2","ABCA1",1
"USF2","TERT",1
"USF2","FBP1",0
"USF2","ATP5F1A",1
"USF2","CYP1A2",0
"USF2","PIGR",1
"USF2","FMR1",1
"USF2","PF4",1
"USF2","CYP19A1",-1
"USF2","FCER1A",0
"CTCF","DMKN",1
"NFYA","PHGDH",1
"HOXA10","PHGDH",-1
"NFYC","PHGDH",1
"STAT3","CCL2",1
"STAT3","S100A11",1
"STAT3","PIM1",1
"STAT3","CISH",1
"STAT3","HAMP",1
"STAT3","STAT1",1
"STAT1","STAT3",0
"STAT3","VEGFA",1
"MYC","STAT3",0
"STAT3","MYC",1
"STAT3","A2M",1
"STAT3","PRF1",1
"STAT3","SOCS1",1
"STAT3","EPAS1",0
"IRF1","STAT3",0
"STAT3","IRF1",1
"STAT3","CHI3L1",1
"JUNB","STAT3",0
"STAT3","JUNB",1
"STAT3","NNMT",1
"SPI1","STAT3",0
"STAT3","BCL2",1
"STAT3","CCND1",1
"STAT3","SOCS3",1
"STAT3","MUC1",1
"STAT3","IL10",1
"TP53","STAT3",-1
"STAT3","TP53",0
"STAT3","IL6ST",1
"STAT3","LBP",0
"STAT3","CFB",1
"STAT3","ICAM1",0
"STAT3","HSPB1",1
"STAT3","BIRC5",1
"STAT3","HSPA1A",1
"STAT3","ESR2",1
"TCF7L2","STAT3",1
"STAT3","BIRC3",1
"STAT3","KLF11",1
"STAT3","IFNAR1",1
"STAT3","IL6",1
"STAT3","CDKN1A",1
"STAT3","ROR1",0
"STAT3","CCND2",0
"STAT3","PTPN13",1
"STAT3","BCL2L1",1
"STAT3","HMOX1",1
"STAT3","ZFP36",1
"STAT3","MYD88",1
"STAT3","CCND3",1
"STAT3","ETV6",1
"STAT3","CDK4",1
"ESR1","STAT3",0
"STAT3","ESR1",0
"STAT3","CSRP1",1
"STAT3","MCL1",1
"STAT3","HIF1A",1
"HIF1A","STAT3",0
"STAT3","VIP",1
"STAT3","SAA1",1
"STAT3","BCL6",1
"BCL6","STAT3",0
"STAT3","OSM",1
"STAT3","RNLS",1
"STAT3","PGF",-1
"STAT3","GFAP",1
"STAT3","IL21",1
"STAT3","VEGFB",0
"STAT3","EGFR",1
"RELA","STAT3",0
"STAT3","TRH",0
"STAT3","LTBP1",-1
"STAT3","MUC4",1
"STAT3","NOX5",1
"STAT3","IL2RA",1
"STAT3","TIMP1",1
"STAT3","CRP",1
"STAT3","CYP19A1",0
"STAT3","FAS",-1
"STAT3","MMP3",0
"STAT3","USP7",-1
"STAT3","COPS5",0
"STAT3","REG1A",0
"ESR1","SYTL2",0
"SMAD3","COL6A3",1
"TP53","CCNK",0
"SOX4","HDAC8",1
"ESR1","TAC3",1
"TP53","PRODH",1
"CTCF","NBN",1
"NOTCH3","HEYL",1
"NOTCH1","HEYL",1
"NOTCH2","HEYL",1
"NOTCH4","HEYL",1
"STAT1","CCL2",1
"HIF1A","CCL2",1
"REL","CCL2",1
"RELA","CCL2",1
"CRP","CCL2",1
"STAT1","IFIT1",1
"SMAD3","COL1A1",1
"MAPK14","COL1A1",1
"NFIC","COL1A1",0
"SP3","COL1A1",0
"RELA","COL1A1",-1
"RUNX2","COL1A1",1
"YAP1","BMP4",1
"VEPH1","YAP1",1
"YAP1","FSTL3",1
"PAX8","NCAM1",1
"SOX4","NCAM1",1
"RELA","NCAM1",1
"STAT1","MACF1",0
"TP53","MACF1",0
"STAT1","PDE4D",0
"HIF1A","PDE4D",0
"MYC","ARSB",0
"MYC","LDHA",1
"EPAS1","LDHA",0
"ATF1","LDHA",0
"ARNT","LDHA",0
"HIF1A","LDHA",1
"HNF1A","AGT",0
"YBX1","AGT",1
"RELA","AGT",0
"CEBPD","C3",0
"CEBPB","ALB",0
"HNF1A","ALB",1
"HNF1B","ALB",1
"E2F4","CYP27B1",0
"E2F4","ATAD2",0
"IL1A","SERPINA3",1
"IL1A","TNF",1
"IL1A","MC1R",1
"IL1A","FBN1",-1
"RELA","IL1A",-1
"YY1","CTCF",1
"CTCF","YY1",0
"CTCF","GAS7",1
"CTCF","BBC3",0
"CTCF","SIX5",0
"CTCF","MMP10",-1
"CTCF","C1R",1
"CTCF","RBMS3",-1
"CTCF","RAD21",0
"CTCF","MYC",-1
"CTCF","IGF2",0
"CTCF","ANG",0
"CTCF","NES",1
"CTCF","CD80",1
"CTCF","DMPK",0
"CTCF","CSF2",0
"CTCF","BBC3",0
"CTCF","COL27A1",1
"CTCF","CIDEB",1
"CTCF","ALDH1A3",-1
"CTCF","CCND1",0
"CTCF","ASAP2",0
"CTCF","NCBP3",1
"CTCF","CDKN2A",0
"CTCF","CELSR3",0
"CTCF","ZNF20",1
"CTCF","PLXNB3",1
"CTCF","CDKN2A",0
"CTCF","ACTR3",-1
"CTCF","NFE2L2",1
"CTCF","CASZ1",0
"CTCF","IRAK2",0
"CTCF","PMPCB",1
"CTCF","ABCA2",1
"CTCF","KCNAB2",0
"CTCF","ANKRD46",1
"CTCF","CCL16",1
"CTCF","KAZN",0
"CTCF","PPARD",1
"CTCF","RBM39",-1
"CTCF","KSR1",1
"CTCF","CEP135",1
"CTCF","ZNF613",1
"CTCF","LRRC59",1
"WT1","CTCF",0
"CTCF","WT1",0
"CTCF","B4GALNT1",1
"CTCF","TRAPPC6A",1
"CTCF","EPHB1",1
"CTCF","ATN1",0
"CTCF","ARL2",-1
"CTCF","NPC1",-1
"CTCF","HS1BP3",1
"CTCF","TSFM",1
"CTCF","MYD88",1
"CTCF","ACAP3",0
"CTCF","TMBIM6",1
"CTCF","AHCYL1",1
"CTCF","PRSS35",1
"CTCF","TYSND1",1
"CTCF","DIP2B",1
"CTCF","IPO13",0
"CTCF","S100Z",-1
"CTCF","BATF2",0
"CTCF","ZNF462",-1
"CTCF","GPR156",-1
"CTCF","ZNHIT2",-1
"CTCF","ATXN7",0
"CTCF","HEBP2",1
"CTCF","GALT",1
"CTCF","PTPA",1
"CTCF","RPP30",1
"CTCF","COMMD2",-1
"CTCF","LPIN3",1
"CTCF","PPRC1",1
"CTCF","PLEKHG5",0
"CTCF","MRPL17",1
"CTCF","HSPA5",1
"CTCF","ACVR1C",1
"CTCF","BCL6",-1
"CTCF","PTPRG",0
"CTCF","PRKCZ",0
"CTCF","ACOT7",0
"CTCF","FHAD1",0
"CTCF","RARRES1",1
"CTCF","PRDM2",0
"CTCF","CHD5",0
"CTCF","HMCN1",1
"CTCF","IL19",1
"CTCF","PRDM16",0
"CTCF","POU1F1",1
"CTCF","RBL2",0
"CTCF","RERE",0
"CTCF","TNFRSF18",-1
"CTCF","TERT",-1
"CTCF","PBXIP1",0
"CTCF","POMT2",1
"CTCF","CHRNA6",1
"CTCF","GALNT6",1
"CTCF","CFTR",0
"CTCF","FBXO7",1
"CTCF","ESRP2",-1
"CTCF","BICD2",1
"CTCF","BCL2L14",-1
"CTCF","STAB2",-1
"CTCF","ZNF804B",1
"CTCF","MCM10",1
"CTCF","TSPAN16",1
"CTCF","GRIN3A",1
"CTCF","RPL39L",1
"CTCF","AKT1",-1
"CTCF","ZNF763",-1
"CTCF","DEFB123",0
"CTCF","ETNK2",0
"CTCF","TRO",-1
"CTCF","PAGE4",-1
"CTCF","SLC6A4",0
"YY1","APH1A",1
"CEBPB","STAR",1
"NR5A1","STAR",1
"NR4A1","STAR",0
"IRF1","CEACAM1",1
"SOX9","CEACAM1",0
"YY1","GNAS",0
"YY1","GNAS",0
"YY1","HSF1",1
"MYC","YY1",0
"YY1","MYC",1
"YY1","HCFC1",0
"YY1","EPAS1",-1
"YY1","ZNF175",1
"YY1","RAVER1",-1
"YY1","PSMD8",-1
"YY1","TP53",1
"YY1","NR3C1",1
"YY1","HNRNPL",-1
"YY1","WDR82",1
"YY1","LSS",0
"YY1","FDPS",-1
"YY1","TP73",1
"YY1","ZNF615",1
"YY1","COQ5",1
"YY1","MKLN1",-1
"YY1","DNAJB4",1
"YY1","SMAD7",0
"YY1","RNF26",1
"YY1","MRPL46",1
"YY1","ATP13A1",-1
"YY1","TTC17",-1
"YY1","RPRD2",-1
"YY1","CCDC43",1
"YY1","DEK",0
"YY1","TOP3A",1
"YY1","NARS",1
"YY1","MRPS10",-1
"YY1","LDLR",-1
"YY1","OPRM1",1
"YY1","PPP2R1A",-1
"YY1","SPNS1",-1
"YY1","ACTR5",1
"YY1","DNAJA3",-1
"YY1","MRPS18B",-1
"YY1","PAK4",1
"YY1","TNFRSF10B",-1
"YY1","CDK5RAP2",1
"YY1","SNX27",-1
"YY1","RANBP10",-1
"YY1","COQ9",1
"YY1","HSPA5",1
"YY1","ERBB2",1
"YY1","RAB3GAP1",1
"SP4","YY1",1
"YY1","CREBBP",-1
"YY1","NOS2",0
"YY1","PRDM2",1
"YY1","IFNB1",-1
"YY1","EGFR",1
"YY1","MRPS24",1
"YY1","CETP",1
"YY1","ATXN10",1
"YY1","HSD3B2",1
"YY1","FGFR1OP",-1
"YY1","FAS",-1
"YY1","DLG1",1
"YY1","CPSF2",1
"YY1","RNF40",1
"YY1","SRP68",-1
"YY1","IRAK1",-1
"TWIST2","NR2F1",1
"TWIST2","MMP2",1
"SMAD3","PTHLH",1
"SMAD4","PTHLH",1
"ETS2","PTHLH",1
"RELA","PTHLH",1
"NCOA3","CCND1",1
"TP53","PERP",0
"ZEB1","SPRR1B",1
"EHF","SPRR1B",1
"TP53","SH2D1A",0
"GATA2","LYL1",1
"LYL1","ERG",1
"CEBPB","ADM",1
"TFAP2A","ADM",0
"HIF1A","ADM",1
"FOXA1","KRT7",1
"CEBPB","TNFAIP6",1
"STAT1","FGFR3",-1
"GAS7","RUNX2",1
"ESR1","KRT19",1
"PRL","KRT19",1
"SREBF1","ACLY",1
"SREBF1","NR0B2",1
"SREBF1","INSIG1",1
"SREBF1","FDFT1",1
"SREBF1","PCYT2",1
"SREBF1","HK2",0
"SREBF1","ACACA",1
"SREBF1","PKM",1
"SREBF1","FDPS",1
"SREBF1","SCD",1
"SREBF1","SQLE",1
"SREBF1","FASN",1
"FASN","SREBF1",1
"SREBF1","HMGCS1",1
"NR1H3","SREBF1",1
"SREBF1","NPC1",1
"SREBF1","LDLR",1
"SREBF1","HMOX1",1
"SREBF1","PIK3R3",1
"SREBF1","SND1",-1
"SREBF1","HMGCR",1
"NR1H2","SREBF1",1
"SREBF1","SLC2A4",1
"SREBF1","CETP",1
"NCOR1","SREBF1",0
"SREBF1","SCD5",1
"SREBF1","LRP1",-1
"SREBF1","ACACB",0
"SREBF1","IRS2",-1
"SREBF1","CIC",0
"SNAI1","FN1",0
"ATF2","FN1",0
"RELA","FN1",-1
"RFXANK","HLA-DPA1",0
"RFXAP","HLA-DPA1",0
"SIN3A","TERT",-1
"TP63","TCF4",1
"RUNX3","TCF4",1
"TCF4","CD44",0
"TCF4","VIM",1
"TCF4","CCND1",1
"TCF4","SOX9",1
"TCF4","NRXN1",1
"TCF4","NRXN1",1
"HOXB13","TCF4",-1
"STAT1","STAT2",1
"STAT2","STAT1",0
"STAT2","IRF1",1
"STAT2","CFB",1
"STAT2","IRF7",0
"STAT2","PML",0
"STAT2","IFIT3",1
"PBX1","NANOG",1
"NANOG","PBX1",0
"ESR2","PBX1",0
"PBX1","VCP",1
"ESR1","PBX1",0
"MECOM","PBX1",1
"ESR1","ADORA1",0
"TFAP2C","TFF1",0
"TFAP2C","MYC",0
"TFAP2C","SULT1E1",1
"FOXA1","TFAP2C",0
"TFAP2C","FOXA1",0
"TFAP2C","CSTA",0
"TFAP2C","CRABP2",1
"TFAP2C","CDKN1A",-1
"ESR1","TFAP2C",0
"TFAP2C","ESR1",1
"TFAP2C","FOXC1",0
"TFAP2C","ERBB2",0
"TFAP2C","RET",0
"TFAP2C","MMP2",0
"TFAP2C","ECM1",1
"PPARA","AQP3",1
"BCL11A","HBG2",-1
"BCL11A","HBG1",-1
"FOSL1","GCLC",0
"NFE2","GCLC",0
"NFE2L2","GCLC",0
"CDX2","DSC2",0
"CDX1","DSC2",0
"E2F4","CRYBG1",0
"TP53","SERPINB5",1
"AR","SERPINB5",-1
"GFI1B","MEF2C",0
"HOXA10","MEF2C",-1
"NR4A1","MEF2C",0
"MEF2C","NR4A1",-1
"MYCN","MEF2C",-1
"MEF2C","KLF2",0
"MEF2C","CPT1B",1
"RFXANK","HLA-DRB1",0
"RFXAP","HLA-DRB1",0
"IL1B","SERPINA3",1
"TNF","SERPINA3",1
"STAT1","PIM1",0
"STAT5A","PIM1",1
"STAT4","PIM1",0
"SOX9","COL9A2",1
"TGFB1","TAGLN",1
"ELK1","TAGLN",0
"ARX","EBF3",-1
"MYC","BBC3",0
"TCF3","BBC3",-1
"TP53","BBC3",1
"NR4A3","BBC3",1
"TP73","BBC3",1
"HLF","DBP",1
"HLF","RUNX1",-1
"EPAS1","EPO",0
"NR2F1","EPO",-1
"GATA1","EPO",1
"GATA2","EPO",-1
"SMAD3","EPO",1
"SMAD4","EPO",1
"ARNT","EPO",1
"HIF1A","EPO",1
"RFXANK","HLA-DRB1",0
"RFXAP","HLA-DRB1",0
"MYC","CHRNB1",0
"RBPJ","HEY1",1
"HEY1","KDR",-1
"STAT6","CISH",0
"SRPK2","CCND1",1
"ZNF267","MMP10",-1
"USP6","MMP10",1
"RELA","CCL4",0
"TBX5","CDKN2A",1
"TBX5","CDKN2A",1
"TBX5","FGF10",1
"TBX5","SNCG",-1
"TBX5","NPPA",1
"PPARG","GK",1
"FOXO3","GK",-1
"FOXO4","GK",-1
"FOXO6","GK",-1
"FOXO1","GK",-1
"PKNOX1","PTPN6",1
"FLT3","PTPN6",-1
"MYC","GTF2H2",-1
"MYC","ITGA6",0
"PMP22","ITGA6",1
"MYBL1","DHRS2",0
"ESRRA","NR2F6",-1
"ESR1","ESRRA",0
"AR","ESRRA",0
"ESRRA","CYP19A1",1
"RFXANK","HLA-DRB1",0
"RFXAP","HLA-DRB1",0
"MYC","HDAC2",1
"HDAC2","TWIST1",-1
"HDAC2","SNAI2",-1
"CIITA","HLA-DPB1",1
"RFXANK","HLA-DPB1",0
"RFXAP","HLA-DPB1",0
"MYC","ACE",0
"RFXANK","HLA-DRB1",0
"RFXAP","HLA-DRB1",0
"MYC","HIST1H4C",0
"NR5A1","POU5F1",1
"POU5F1","NANOG",1
"NANOG","POU5F1",1
"POU5F1","CDX2",-1
"POU5F1","DNMT1",1
"NR2F2","POU5F1",-1
"POU5F1","PAX6",-1
"POU5F1","AKT2",-1
"POU5F1","ID2",-1
"POU5F1","AKT3",-1
"PRDM14","POU5F1",1
"CEBPD","POU5F1",1
"POU5F1","LEFTY1",1
"POU5F1","SOX2",1
"POU5F1","DPPA4",1
"POU5F1","AKT1",-1
"POU5F1","TDGF1",1
"POU5F1","LEFTY2",1
"ESR1","TMEM164",0
"SPI1","ITGAX",-1
"RUNX1","ITGAX",1
"TFAP2A","IGFBP5",1
"AR","KRT18",1
"MYC","GAPDH",0
"HIF1A","GAPDH",1
"CEBPD","GAPDH",0
"BACH1","GAPDH",1
"IL10","IL1RN",1
"ATF4","FGF21",1
"ATF2","FGF21",1
"MYC","NCL",1
"MYBL1","NCL",0
"MYC","PKP1",0
"FOXO1","DAPK1",1
"SOX9","PRAME",-1
"AR","PRAME",0
"GATA2","CTSH",1
"ESR1","GSN",0
"STAT1","CX3CL1",0
"TP53","CX3CL1",0
"MYC","PTMA",0
"ESR1","PTMA",-1
"SPI1","VAV1",0
"MYC","ASS1",1
"EPAS1","CITED2",0
"FOXO3","CITED2",1
"CITED2","MMP1",-1
"CITED2","MMP13",-1
"AR","CITED2",0
"FOXO4","CITED2",1
"FOXO6","CITED2",1
"ELK1","CITED2",0
"ZNF263","ANK1",0
"FLI1","IGFBP3",-1
"TP53","IGFBP3",1
"SP3","IGFBP3",1
"SND1","IGFBP3",1
"AR","IGFBP3",0
"NCOR1","IGFBP3",-1
"MECP2","IGFBP3",-1
"STAT1","BAX",0
"MYC","BAX",0
"GFI1","BAX",-1
"TP53","BAX",1
"NR4A3","BAX",1
"AATF","BAX",-1
"ING1","BAX",1
"HIF1A","BAX",1
"RELA","BAX",-1
"WWTR1","BAX",1
"PAX5","CD19",1
"TFAP2A","TIMP2",0
"DNMT3A","TIMP2",-1
"SP3","TIMP2",0
"F2RL1","MSC",-1
"MSC","IL10",1
"MSC","MMP2",1
"NOTCH3","ADAM19",1
"NOTCH1","ADAM19",1
"NOTCH2","ADAM19",1
"NOTCH4","ADAM19",1
"E2F4","MLH1",0
"TP53","MLH1",1
"TP53","CAV1",1
"TFDP1","CAV1",0
"ESR1","CAV1",0
"TP63","SFN",0
"TP53","SFN",1
"ZEB1","GRHL2",-1
"GRHL2","ZEB1",-1
"FOXA1","GRHL2",0
"ESR1","GRHL2",0
"ASCL1","PCSK6",-1
"AR","NEDD9",0
"ERG","CDH5",0
"HIF1A","STC2",0
"FOXF1","GH2",1
"STAT1","CD86",1
"CREM","CD86",0
"ESR1","CD86",0
"RELA","CD86",1
"IRF2","STAT1",0
"STAT1","IRF2",1
"MYC","IRF2",0
"IRF2","MYC",0
"IRF2","CIITA",1
"IRF1","IRF2",1
"IRF2","IRF1",0
"IRF2","NR3C1",0
"IRF2","CASP8",0
"IRF2","TAP1",1
"ESR1","SEMA3C",0
"STAT1","TFF1",0
"BRCA1","TFF1",-1
"FOXA1","TFF1",0
"ESR2","TFF1",1
"AIP","TFF1",-1
"SP3","TFF1",1
"ESR1","TFF1",1
"MECP2","TFF1",-1
"SMAD3","COL3A1",1
"RFXANK","HLA-DRB1",0
"RFXAP","HLA-DRB1",0
"STAT1","HCFC1",-1
"STAT1","TNFSF13B",0
"STAT1","PSMB9",0
"STAT1","IDO1",1
"STAT1","APOL4",0
"STAT1","PRF1",1
"STAT1","KRT17",1
"SOCS1","STAT1",-1
"STAT1","SOCS1",1
"STAT1","CIITA",1
"STAT1","CCL3",1
"STAT1","EGLN3",0
"IRF1","STAT1",0
"STAT1","IRF1",1
"STAT1","OAS1",1
"STAT1","CREM",1
"STAT1","TBX21",0
"STAT1","HDAC7",1
"STAT1","EDN1",1
"STAT1","KLF6",0
"STAT1","AGFG2",-1
"STAT1","MAN1A1",1
"STAT1","PARP14",0
"STAT1","RAD51B",0
"STAT1","IL1B",1
"STAT1","KLF7",0
"E2F4","STAT1",0
"STAT1","AIM2",1
"STAT1","FBXO5",1
"STAT1","LAP3",1
"STAT1","MET",0
"STAT1","RPS24",-1
"STAT1","SOCS3",1
"STAT1","MUC1",1
"STAT1","PSMD1",0
"STAT1","IL10",1
"TP53","STAT1",0
"STAT1","TP53",1
"STAT1","IL6ST",1
"NR3C1","STAT1",-1
"STAT1","NR3C1",0
"STAT1","IRF9",1
"STAT1","VMP1",0
"STAT1","SBNO2",1
"STAT1","MYO18A",0
"STAT1","ISG20",1
"STAT1","ICAM1",1
"STAT1","ZNF367",-1
"STAT1","DCLRE1C",1
"STAT1","CDC7",-1
"STAT1","TRIM25",0
"STAT1","IRF7",1
"STAT1","KIF2A",1
"STAT1","PML",1
"STAT1","ADAR",1
"STAT1","ZNF655",1
"STAT1","PLSCR1",0
"STAT1","AAK1",0
"STAT1","EARS2",1
"STAT1","DUOX2",0
"STAT1","HLX",0
"STAT1","ETV7",1
"STAT1","DDX50",1
"STAT1","IL6",-1
"STAT1","NAA35",-1
"STAT1","MTMR9",1
"STAT1","S100A10",1
"STAT1","HSP90AA1",-1
"STAT1","CDKN1A",1
"STAT1","FOXP1",0
"FOXP1","STAT1",0
"STAT1","WARS",1
"STAT1","UPP1",1
"STAT1","CLIC2",1
"STAT1","SNRNP27",1
"STAT1","IFITM1",1
"STAT1","ELL",0
"STAT1","SEC14L1",0
"STAT1","NMI",1
"STAT1","HMOX1",1
"STAT1","ISG15",1
"STAT1","OPRM1",1
"STAT1","MYD88",1
"STAT1","NFKBIZ",0
"STAT1","PTGS2",1
"STAT1","CEBPE",1
"STAT1","NRP1",0
"STAT1","ZC3HAV1",1
"STAT1","GSTK1",1
"STAT1","MVP",1
"STAT1","SEMA4B",0
"STAT1","MX1",1
"STAT1","CD40",1
"STAT1","CCR1",1
"STAT1","CTSB",0
"STAT1","IFIT3",0
"STAT1","IFI6",1
"STAT1","UBR1",1
"STAT1","EDEM2",1
"STAT1","FGGY",0
"STAT1","IFI35",1
"STAT1","INO80",1
"STAT1","BRD8",1
"STAT1","HLA-E",0
"STAT1","ATG4C",1
"STAT1","IFNGR1",0
"STAT1","VIP",1
"STAT1","TAP1",1
"STAT1","IL1R1",0
"STAT1","BCL6",1
"STAT1","MED16",1
"STAT1","CREB5",0
"CREB5","STAT1",-1
"STAT1","EIF2AK2",1
"STAT1","CXCL10",1
"STAT1","IFNLR1",0
"STAT1","MMP9",-1
"STAT1","SLA",0
"STAT1","PPARA",1
"STAT1","MMP13",-1
"STAT1","FCGR1A",1
"STAT1","NOS2",1
"STAT1","LAPTM4B",0
"STAT1","GBP1",0
"STAT1","SCARB1",0
"STAT1","GPR107",0
"STAT1","IFNB1",-1
"STAT1","EGFR",0
"STAT1","RELA",0
"RELA","STAT1",0
"STAT1","IFNG",-1
"STAT1","MUC4",1
"STAT1","CTSL",0
"STAT1","CFTR",1
"STAT1","LY96",1
"STAT1","NOX5",1
"STAT1","PWP2",1
"STAT1","ELP3",1
"STAT1","FOXP3",0
"FOXP3","STAT1",0
"STAT1","IL2RA",1
"STAT1","PROS1",0
"STAT1","TIMP1",0
"STAT1","GLS",0
"STAT1","FGF2",1
"STAT1","FAS",0
"STAT1","PRKCE",-1
"STAT1","JAK2",1
"STAT1","FCGRT",-1
"STAT1","VPS33B",1
"STAT1","TLR3",1
"STAT1","IFNA13",-1
"STAT1","IL18BP",0
"MYC","ST3GAL1",1
"AHR","UGT1A6",0
"HNF1A","UGT1A6",1
"ARNT","UGT1A6",0
"HSF1","HSPA1A",0
"HSF1","HSPA1B",0
"HSF1","HSPA6",1
"HSF1","NAT1",1
"HSF1","UBB",0
"HSF1","HSPA4",1
"HSF1","BAG3",-1
"HSF1","STIP1",0
"VEGFA","DLL4",1
"MYC","VEGFA",1
"EPAS1","VEGFA",1
"TFAP2A","VEGFA",1
"FOXM1","VEGFA",0
"ATF4","VEGFA",1
"TP53","VEGFA",-1
"SMAD3","VEGFA",1
"ID3","VEGFA",0
"ARNT","VEGFA",0
"SP3","VEGFA",0
"ESR1","VEGFA",1
"HIF1A","VEGFA",1
"AR","VEGFA",1
"PGR","VEGFA",0
"RELA","VEGFA",1
"E2F4","PRPSAP1",0
"CUX1","FTO",0
"CUX1","FTO",0
"AHR","CYP1B1",1
"ARNT","CYP1B1",1
"ESR1","CYP1B1",0
"ZEB1","PKP3",-1
"LEF1","MYC",1
"LEF1","TCF3",0
"LEF1","MYF5",1
"LEF1","CCL7",0
"LEF1","CCND1",1
"LEF1","CLDN2",1
"TCF7","LEF1",1
"LEF1","CTNNB1",0
